,cognitive_process_dimension_level,knowledge_dimension_level,Analyzing,Understanding,Evaluating,Applying,Remembering,Creating,conceptual_knowledge,factual_knowledge,procedural_knowledge,metacognitive_knowledge,bloom_todo
13511,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13512,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13513,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13514,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13515,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13516,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13517,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13518,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13519,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13520,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13521,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13522,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13523,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13524,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13525,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13526,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13527,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13528,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13529,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
13515,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13516,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13517,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13518,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13519,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13520,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13521,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13522,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13523,"Understanding, Applying",Procedural Knowledge,0,1,0,1,0,0,0,0,0,0,0
13524,"Understanding, Applying",Procedural Knowledge,0,1,0,1,0,0,0,0,0,0,0
13525,"Understanding, Applying",Procedural Knowledge,0,1,0,1,0,0,0,0,0,0,0
13526,"Understanding, Applying",Procedural Knowledge,0,1,0,1,0,0,0,0,0,0,0
13527,"Understanding, Applying",Procedural Knowledge,0,1,0,1,0,0,0,0,0,0,0
13528,Creating,Procedural Knowledge,0,0,0,0,0,1,0,0,0,0,0
13529,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
13530,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
13531,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
13532,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13533,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13534,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
13520,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13521,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13522,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13523,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13524,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13525,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13526,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13527,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13528,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13529,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13530,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13531,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13532,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13533,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13534,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13535,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13536,Creating,"Conceptual Knowledge, Procedural Knowledge",0,0,0,0,0,1,0,0,0,0,0
13537,Evaluating,"Conceptual Knowledge, Procedural Knowledge",0,0,1,0,0,0,0,0,0,0,0
13538,Evaluating,"Conceptual Knowledge, Procedural Knowledge",0,0,1,0,0,0,0,0,0,0,0
13539,Evaluating,"Conceptual Knowledge, Procedural Knowledge",0,0,1,0,0,0,0,0,0,0,0
13525,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13526,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13527,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13528,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13529,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13530,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13531,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13532,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13533,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13534,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13535,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13536,Creating,"Conceptual Knowledge, Procedural Knowledge",0,0,0,0,0,1,0,0,0,0,0
13537,Evaluating,"Conceptual Knowledge, Procedural Knowledge",0,0,1,0,0,0,0,0,0,0,0
13538,Evaluating,"Conceptual Knowledge, Procedural Knowledge",0,0,1,0,0,0,0,0,0,0,0
13539,Evaluating,"Conceptual Knowledge, Procedural Knowledge",0,0,1,0,0,0,0,0,0,0,0
13540,Evaluating,"Conceptual Knowledge, Procedural Knowledge",0,0,1,0,0,0,0,0,0,0,0
13541,Evaluating,"Conceptual Knowledge, Procedural Knowledge",0,0,1,0,0,0,0,0,0,0,0
13542,Evaluating,"Conceptual Knowledge, Procedural Knowledge",0,0,1,0,0,0,0,0,0,0,0
13543,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13544,Creating,Procedural Knowledge,0,0,0,0,0,1,0,0,0,0,0
13530,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13531,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13532,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13533,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13534,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13535,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13536,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13537,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13538,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13539,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13540,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13541,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13542,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13543,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13544,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13545,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13546,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13547,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13548,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13549,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13535,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13536,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13537,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13538,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13539,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13540,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13541,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13542,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13543,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13544,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13545,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13546,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13547,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13548,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13549,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13550,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13551,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13552,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13553,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13554,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13540,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13541,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13542,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13543,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13544,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13545,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13546,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13547,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13548,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13549,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13550,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13551,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13552,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13553,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13554,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13555,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13556,Creating,Procedural Knowledge,0,0,0,0,0,1,0,0,0,0,0
13557,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
13558,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
13559,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
13545,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13546,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13547,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13548,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13549,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13550,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13551,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13552,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13553,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13554,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13555,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13556,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13557,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13558,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13559,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13560,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13561,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13562,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13563,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13564,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13550,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13551,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13552,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13553,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13554,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13555,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13556,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13557,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13558,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13559,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13560,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13561,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13562,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13563,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13564,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13565,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13566,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13567,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13568,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13569,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13555,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13556,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13557,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13558,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13559,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13560,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13561,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13562,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13563,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13564,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13565,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13566,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13567,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13568,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13569,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13570,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13571,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13572,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13573,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13574,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13560,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13561,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13562,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13563,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13564,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13565,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13566,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13567,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13568,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13569,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13570,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13571,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13572,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13573,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13574,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13575,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13576,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13577,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13578,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13579,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13565,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13566,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13567,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13568,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13569,"Understanding, Applying",Procedural Knowledge,0,1,0,1,0,0,0,0,0,0,0
13570,"Understanding, Applying",Procedural Knowledge,0,1,0,1,0,0,0,0,0,0,0
13571,"Understanding, Applying",Procedural Knowledge,0,1,0,1,0,0,0,0,0,0,0
13572,"Understanding, Applying",Procedural Knowledge,0,1,0,1,0,0,0,0,0,0,0
13573,"Understanding, Applying",Procedural Knowledge,0,1,0,1,0,0,0,0,0,0,0
13574,"Understanding, Applying",Procedural Knowledge,0,1,0,1,0,0,0,0,0,0,0
13575,"Understanding, Applying",Procedural Knowledge,0,1,0,1,0,0,0,0,0,0,0
13576,"Understanding, Applying",Procedural Knowledge,0,1,0,1,0,0,0,0,0,0,0
13577,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13578,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13579,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13580,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13581,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13582,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13583,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13584,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13570,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13571,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13572,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13573,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13574,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13575,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13576,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13577,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13578,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13579,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13580,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13581,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13582,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13583,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13584,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13585,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13586,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13587,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13588,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13575,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13576,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13577,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13578,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13579,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13580,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13581,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13582,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13583,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13584,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13585,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13586,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13587,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13588,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13589,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13590,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13591,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13592,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13593,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13594,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13580,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13581,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13582,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13583,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13584,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13585,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13586,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13587,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13588,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13589,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13590,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13591,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13592,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13593,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13594,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
13595,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
13596,Creating,Procedural Knowledge,0,0,0,0,0,1,0,0,0,0,0
13597,Creating,Procedural Knowledge,0,0,0,0,0,1,0,0,0,0,0
13598,Creating,Procedural Knowledge,0,0,0,0,0,1,0,0,0,0,0
13599,"Creating, Evaluating",Conceptual Knowledge,0,0,1,0,0,1,0,0,0,0,0
13585,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13586,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13587,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13588,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13589,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13590,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13591,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13592,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13593,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13594,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13595,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13596,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13597,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13598,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13599,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13600,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13601,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13602,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13603,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13604,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13590,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13591,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13592,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13593,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13594,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13595,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13596,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13597,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13598,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13599,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13600,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13601,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13602,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13603,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13604,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13605,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13606,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13607,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13608,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13609,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13595,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
